headword,CEFR,lemma,pos
overnight,B1,overnight,ADV
overseas,B2,overseas,ADV
overseas,A2,overseas,ADV
overshadow,B2,overshadow,PROPN
oversize,B2,oversize,NOUN
overstep,B2,overstep,PROPN
overtake,B2,overtake,VERB
overthrow,B2,overthrow,VERB
overtime,B2,overtime,NOUN
overtime,B2,overtime,NOUN
overturn,B2,overturn,VERB
overweight,A2,overweight,ADJ
overwhelm,B1,overwhelm,NOUN
overwhelming,B1,overwhelm,VERB
overwork,B1,overwork,PROPN
ow,B2,ow,ADV
owe,B1,owe,NOUN
owing,B1,owe,VERB
owing to,B2,owe,VERB
owl,B2,owl,NOUN
own,A1,own,ADJ
own,A2,own,ADJ
own,B1,own,ADJ
owner,A1,owner,PROPN
ox,B2,ox,NOUN
oxygen,B1,oxygen,NOUN
ozone,B2,ozone,NOUN
p.m./P.M./pm/PM,A1,p.m./P.M./pm,PROPN
pa,B2,pa,PROPN
pace,B1,pace,NOUN
pacific,A2,pacific,PROPN
pack,A2,pack,VERB
pack,A2,pack,VERB
package,B1,package,NOUN
packed,B2,pack,VERB
packet,B2,packet,NOUN
packing,B1,pack,VERB
pad,B2,pad,NOUN
paddle,B1,paddle,NOUN
page,A1,page,NOUN
paid,B1,pay,VERB
pain,B1,pain,NOUN
painful,B1,painful,ADJ
paint,A1,paint,NOUN
paint,A1,paint,NOUN
paintbrush,B2,paintbrush,NOUN
painter,A2,painter,NOUN
painting,A1,paint,VERB
pair,A1,pair,VERB
pajamas/pyjamas,B2,pajamas,PROPN
pal,A2,pal,PROPN
palace,A1,palace,NOUN
pale,B1,pale,PROPN
pallet,B2,pallet,NOUN
palm,B1,palm,NOUN
pan,A2,pan,VERB
pancake,B2,pancake,VERB
pandemic,B2,pandemic,PROPN
panel,B2,panel,NOUN
panic,A2,panic,NOUN
panic,B2,panic,NOUN
pants,A1,pant,NOUN
papaya,B2,papaya,NOUN
paper,A1,paper,NOUN
paperless,B2,paperless,ADJ
paperwork,B2,paperwork,NOUN
parachute,B1,parachute,VERB
parade,B2,parade,NOUN
paradise,B1,paradise,NOUN
paradox,B2,paradox,NOUN
paragraph,A1,paragraph,NOUN
paralysis,B2,paralysis,NOUN
paralyze/paralyse,B1,paralyze,PROPN
paramedic,B2,paramedic,ADJ
paratrooper,B2,paratrooper,NOUN
parcel,B1,parcel,PROPN
pardon,A1,pardon,VERB
pardon,B1,pardon,VERB
parent,A1,parent,NOUN
parental,B1,parental,ADJ
park,A1,park,PROPN
park,A2,park,PROPN
parking,B1,parking,NOUN
parliament,B2,parliament,NOUN
parrot,B1,parrot,PROPN
part,A2,part,NOUN
part,B2,part,NOUN
partial,B1,partial,ADJ
participant,B1,participant,NOUN
participate,B1,participate,VERB
participation,B2,participation,NOUN
participle,B1,participle,NOUN
particle,B2,particle,NOUN
particular,B2,particular,ADJ
particularly,B1,particularly,ADV
partisan,B2,partisan,ADJ
partly,A2,partly,ADV
partner,A1,partner,NOUN
partnership,B2,partnership,NOUN
part-time,B1,part,NOUN
part-time,B1,part,NOUN
party,A1,party,NOUN
pass,A2,pass,VERB
pass,A2,pass,VERB
passage,A2,passage,NOUN
passenger,A2,passenger,NOUN
passion,B1,passion,NOUN
passionate,B2,passionate,VERB
passionately,B2,passionately,ADV
passive,B1,passive,ADJ
passport,B1,passport,NOUN
password,B1,password,PROPN
past,B1,past,ADJ
past,A1,past,ADJ
past,A1,past,ADJ
pasta,A2,pasta,NOUN
pastor,B2,pastor,NOUN
pastoral,B2,pastoral,PROPN
patch,B2,patch,VERB
path,A2,path,NOUN
patience,B1,patience,NOUN
patient,B1,patient,NOUN
patient,A2,patient,NOUN
patiently,B2,patiently,ADV
patriot,B2,patriot,PROPN
patriotic,B2,patriotic,ADJ
patriotism,B2,patriotism,NOUN
patrol,B1,patrol,NOUN
patron,B2,patron,NOUN
pattern,B1,pattern,NOUN
pause,B1,pause,NOUN
pause,B1,pause,NOUN
pave,B2,pave,VERB
pavement,B2,pavement,NOUN
paw,B2,paw,NOUN
pawnbroker,B2,pawnbroker,NOUN
pawnshop,B2,pawnshop,PROPN
pay,A1,pay,VERB
pay,A1,pay,VERB
payment,B2,payment,NOUN
PC,A2,pc,NOUN
pea,A2,pea,NOUN
peace,A1,peace,NOUN
peaceful,A2,peaceful,ADJ
peacefully,B2,peacefully,ADV
peach,B2,peach,PROPN
peak,B2,peak,PROPN
peanut,B1,peanut,NOUN
pear,A2,pear,VERB
pearl,B2,pearl,PROPN
pebble,B2,pebble,ADJ
peculiar,B1,peculiar,PROPN
pedal,B2,pedal,NOUN
pedantic,B2,pedantic,PROPN
pedestrian,B2,pedestrian,PROPN
pee,B2,pee,PROPN
peel,B2,peel,NOUN
peel,B2,peel,NOUN
peep,B2,peep,VERB
peer,B2,peer,NOUN
peg,B2,peg,NOUN
pen,A1,pen,NOUN
penalize/penalise,B2,penalize,VERB
penalty,B2,penalty,NOUN
pence,A2,pence,PROPN
pencil,A1,pencil,PROPN
penetrate,B2,penetrate,VERB
penfriend/pen friend,A2,penfriend,NOUN
penguin,B2,penguin,PROPN
penicillin,B2,penicillin,NOUN
penniless,B1,penniless,NOUN
penny,B1,penny,NOUN
pension,B2,pension,NOUN
pentagon,B2,pentagon,PROPN
people,A1,people,NOUN
pepper,A2,pepper,NOUN
per,B1,per,ADP
perceive,B2,perceive,NOUN
percent/per cent,B1,percent,NOUN
percentage,B2,percentage,NOUN
perception,B2,perception,NOUN
perfect,A2,perfect,ADJ
perfectly,A2,perfectly,ADV
perform,A2,perform,VERB
performance,A2,performance,NOUN
performer,B1,performer,PROPN
perfume,A2,perfume,NOUN
perhaps,A2,perhaps,ADV
period,A1,period,NOUN
permanence,B2,permanence,NOUN
permanent,B1,permanent,ADJ
permanently,B1,permanently,ADV
permeate,B2,permeate,NOUN
permission,A2,permission,NOUN
permit,B1,permit,NOUN
perseverance,B2,perseverance,NOUN
persist,B2,persist,NOUN
persistence,B2,persistence,NOUN
persistent,B2,persistent,ADJ
person,A1,person,NOUN
personal,A1,personal,ADJ
personality,A2,personality,NOUN
personally,B1,personally,ADV
personification,B2,personification,NOUN
personify,B2,personify,VERB
personnel,B2,personnel,NOUN
perspective,B2,perspective,NOUN
perspiration,B2,perspiration,NOUN
persuade,B1,persuade,VERB
persuasion,B2,persuasion,NOUN
persuasive,B1,persuasive,ADJ
pessimist,B2,pessimist,NOUN
pessimistic,B2,pessimistic,ADJ
pet,A1,pet,NOUN
petrified,B2,petrify,VERB
petrol,A2,petrol,NOUN
petrol station,A2,petrol,NOUN
petty,B2,petty,PROPN
pH,B2,ph,NOUN
phantom,B1,phantom,NOUN
pharmacist,B2,pharmacist,NOUN
pharmacy,B1,pharmacy,NOUN
phase,B2,phase,NOUN
phenomenon,B1,phenomenon,NOUN
philosopher,B1,philosopher,PROPN
philosophical,B2,philosophical,ADJ
philosophy,B1,philosophy,NOUN
phoenix,B1,phoenix,PROPN
phone,A1,phone,NOUN
phone,A1,phone,NOUN
photo,A1,photo,PROPN
photocopy,B1,photocopy,NOUN
photograph,A2,photograph,NOUN
photograph,B2,photograph,NOUN
photographer,A2,photographer,NOUN
photography,A2,photography,NOUN
phrasal verb,B1,phrasal,NOUN
phrase,B1,phrase,NOUN
physical,A2,physical,ADJ
physically,A2,physically,ADV
physician,B2,physician,NOUN
physics,B1,physics,NOUN
pi,B2,pi,PROPN
piano,A1,piano,NOUN
pick,B1,pick,VERB
pick,A1,pick,VERB
pickle,B2,pickle,PROPN
picky,B2,picky,ADJ
picnic,A1,picnic,NOUN
picture,A1,picture,NOUN
picture,B2,picture,NOUN
picturesque,B2,picturesque,ADJ
pie,B1,pie,NOUN
piece,A1,piece,NOUN
piety,B1,piety,NOUN
pig,A1,pig,NOUN
pile,A2,pile,NOUN
pilgrim,A2,pilgrim,NOUN
pill,A2,pill,NOUN
pillow,B1,pillow,PROPN
pillowcase,B2,pillowcase,NOUN
pilot,A2,pilot,NOUN
pin,B2,pin,NOUN
pin,B1,pin,NOUN
pine,B2,pine,PROPN
pineapple,B1,pineapple,NOUN
pink,A1,pink,ADJ
pink,A2,pink,ADJ
pint,B2,pint,NOUN
pipe,B1,pipe,NOUN
piracy,B2,piracy,NOUN
pirate,B2,pirate,VERB
pit,B1,pit,NOUN
pitch,B2,pitch,NOUN
pitch,B2,pitch,NOUN
pity,A2,pity,NOUN
pizza,A1,pizza,PROPN
place,A1,place,NOUN
place,B1,place,NOUN
plague,B2,plague,NOUN
plain,B1,plain,ADV
plan,A1,plan,NOUN
plan,B1,plan,NOUN
plane,A1,plane,NOUN
planet,A2,planet,NOUN
planning,B2,plan,VERB
plant,A2,plant,NOUN
plant,B1,plant,NOUN
plastic,A2,plastic,NOUN
plastic,B1,plastic,NOUN
plate,A2,plate,NOUN
platform,B1,platform,NOUN
play,A1,play,VERB
play,A1,play,VERB
player,A1,player,NOUN
playful,A2,playful,ADJ
playground,A2,playground,NOUN
playmate,B2,playmate,PROPN
playwright,B2,playwright,NOUN
plead,B2,plead,VERB
pleasant,A2,pleasant,NOUN
pleasantly,B1,pleasantly,ADV
please,A1,please,INTJ
please,B1,please,INTJ
pleased,A2,please,VERB
pleasing,A2,please,VERB
pleasure,A1,pleasure,NOUN
plenty,A2,plenty,NOUN
plenty,B1,plenty,NOUN
plot,B2,plot,NOUN
pluck,B2,pluck,VERB
plug,B1,plug,VERB
plug,B2,plug,VERB
plum,B2,plum,NOUN
plumber,B2,plumber,PROPN
plural,A2,plural,PROPN
plus,B1,plus,CCONJ
plus,B2,plus,CCONJ
plus,A2,plus,CCONJ
pneumonia,B2,pneumonia,NOUN
pocket,A1,pocket,NOUN
pocket money,B1,pocket,NOUN
poem,A1,poem,PROPN
poet,B1,poet,NOUN
poetry,B1,poetry,NOUN
point,A1,point,NOUN
point,A2,point,NOUN
point of view,B2,point,NOUN
pointless,B2,pointless,ADJ
poison,B1,poison,NOUN
poison,B2,poison,NOUN
poisonous,B1,poisonous,ADJ
polar bear,B2,polar,ADJ
pole,B1,pole,NOUN
police,A2,police,NOUN
police officer,A2,police,NOUN
police station,A2,police,NOUN
policeman,A2,policeman,NOUN
policewoman,A2,policewoman,PROPN
policy,B1,policy,NOUN
polio,B2,polio,NOUN
polish,B2,polish,NOUN
polite,A2,polite,ADJ
politely,B1,politely,ADV
politeness,B2,politeness,NOUN
political,A2,political,ADJ
politically,B2,politically,ADV
politician,B1,politician,NOUN
politics,B1,politic,NOUN
polity,B2,polity,NOUN
pollutant,B1,pollutant,ADJ
pollute,A2,pollute,VERB
pollution,A1,pollution,NOUN
polo,B2,polo,PROPN
pond,B1,pond,NOUN
ponder,B2,ponder,VERB
pool,A1,pool,NOUN
poor,A1,poor,ADJ
pop,A1,pop,VERB
pop,B2,pop,VERB
popcorn,B1,popcorn,VERB
popular,A2,popular,ADJ
popularity,B2,popularity,NOUN
popularize/popularise,B2,popularize,VERB
population,A2,population,NOUN
porch,B2,porch,NOUN
pork,B1,pork,NOUN
port,B1,port,NOUN
portion,B2,portion,NOUN
portrait,A2,portrait,NOUN
pose,B2,pose,VERB
posh,B2,posh,ADJ
position,A2,position,NOUN
positive,B1,positive,ADJ
positively,B1,positively,ADV
possess,B1,posses,NOUN
possessed,B2,possess,VERB
possession,B1,possession,NOUN
possessive,B1,possessive,ADJ
possibility,B1,possibility,NOUN
possible,A2,possible,ADJ
possibly,A2,possibly,ADV
post,A1,post,VERB
post,A2,post,VERB
post office,A2,post,PROPN
postal,B2,postal,PROPN
postcard,B1,postcard,NOUN
poster,A1,poster,NOUN
postman,B1,postman,PROPN
postpone,B2,postpone,VERB
pot,B1,pot,NOUN
potato,A1,potato,NOUN
potent,B2,potent,ADJ
potential,B2,potential,NOUN
potential,B1,potential,NOUN
potentially,B2,potentially,ADV
pottery,B1,pottery,NOUN
pound,B1,pound,NOUN
pound,B2,pound,NOUN
pour,A2,pour,VERB
poverty,B1,poverty,NOUN
powder,B1,powder,NOUN
powder,B2,powder,NOUN
power,A2,power,NOUN
powerful,A2,powerful,ADJ
powerfully,B2,powerfully,ADV
practical,B1,practical,ADJ
practicality,B2,practicality,NOUN
practically,B2,practically,ADV
practice,A1,practice,VERB
practice/practise,A1,practice,NOUN
praise,B1,praise,NOUN
praise,B2,praise,NOUN
prance,B2,prance,NOUN
prawn,B2,prawn,VERB
pray,A1,pray,VERB
prayer,B1,prayer,NOUN
precede,B2,precede,VERB
precious,B1,precious,ADJ
precise,A2,precise,ADJ
precisely,B2,precisely,ADV
predicament,B2,predicament,NOUN
predicate,B2,predicate,NOUN
predicative,B2,predicative,ADJ
predict,A2,predict,VERB
predictable,B2,predictable,ADJ
prediction,A2,prediction,NOUN
predictive,B2,predictive,ADJ
predictor,B2,predictor,NOUN
prefect,B2,prefect,NOUN
prefer,A2,prefer,VERB
preferable,B2,preferable,ADJ
preferably,B2,preferably,ADV
preference,B1,preference,NOUN
prefix,B1,prefix,VERB
pregnant,B1,pregnant,ADJ
prehistoric,B2,prehistoric,ADJ
prehuman,B2,prehuman,PROPN
preindustrial,B2,preindustrial,NOUN
prejudge,B2,prejudge,NOUN
prejudice,B1,prejudice,NOUN
preliminary,B2,preliminary,ADJ
preoccupy,B2,preoccupy,NOUN
preparation,B1,preparation,NOUN
prepare,A2,prepare,VERB
prepared,B1,prepare,VERB
preposition,B1,preposition,NOUN
preschool,B1,preschool,ADJ
prescribe,B2,prescribe,VERB
prescription,B1,prescription,NOUN
presence,B1,presence,NOUN
present,B1,present,ADJ
present,A1,present,ADJ
present,B2,present,ADJ
presentation,B1,presentation,NOUN
presenter,B2,presenter,NOUN
preservation,B1,preservation,NOUN
preserve,B1,preserve,VERB
presidency,B2,presidency,NOUN
president,B1,president,NOUN
presidential,B2,presidential,ADJ
press,B1,press,NOUN
press,B1,press,NOUN
pressure,A2,pressure,NOUN
prestige,B2,prestige,NOUN
prestigious,B2,prestigious,ADJ
presumably,B2,presumably,ADV
pretend,B2,pretend,VERB
pretend,A2,pretend,VERB
pretty,A1,pretty,ADV
pretty,A2,pretty,ADV
prevail,B2,prevail,VERB
prevent,A2,prevent,VERB
prevention,B2,prevention,NOUN
preventive,B2,preventive,ADJ
previous,B1,previous,ADJ
previously,B2,previously,ADV
price,A1,price,NOUN
price,B2,price,NOUN
priceless,B2,priceless,ADJ
prick,B2,prick,VERB
pride,A2,pride,NOUN
priest,B1,priest,PROPN
primarily,B1,primarily,ADV
primary,B2,primary,ADJ
primary school,B1,primary,ADJ
prime,B2,prime,PROPN
prime minister,B2,prime,PROPN
primitive,B1,primitive,ADJ
prince,A1,prince,PROPN
princess,A1,princess,NOUN
principal,A2,principal,NOUN
principal,B2,principal,NOUN
principle,B1,principle,NOUN
print,B1,print,NOUN
print,A2,print,NOUN
printer,A2,printer,NOUN
prior,B2,prior,ADV
priority,B2,priority,NOUN
prison,B1,prison,NOUN
prisoner,B1,prisoner,PROPN
privacy,B1,privacy,NOUN
private,A2,private,ADJ
privately,B2,privately,ADV
privilege,B2,privilege,NOUN
prize,B1,prize,NOUN
pro,A2,pro,ADJ
probability,B1,probability,NOUN
probable,B2,probable,ADJ
probably,A2,probably,ADV
probe,B2,probe,NOUN
problem,A1,problem,NOUN
procedure,B2,procedure,NOUN
proceed,B1,proceed,VERB
process,B1,process,NOUN
process,B2,process,NOUN
proclaim,B1,proclaim,VERB
procrastination,B1,procrastination,NOUN
produce,A2,produce,VERB
producer,B1,producer,NOUN
product,A2,product,NOUN
production,A2,production,NOUN
productive,B1,productive,ADJ
profession,B1,profession,NOUN
professional,A2,professional,ADJ
professional,B2,professional,ADJ
professor,B1,professor,PROPN
profile,B2,profile,VERB
profit,B2,profit,NOUN
profitable,B2,profitable,ADJ
program/programme,A1,program,NOUN
program/programme,B1,program,NOUN
programmer,B2,programmer,NOUN
programming,B2,programming,NOUN
progress,B1,progress,VERB
progress,B2,progress,VERB
progressive,A2,progressive,ADJ
prohibit,B2,prohibit,NOUN
prohibition,B1,prohibition,NOUN
project,B2,project,NOUN
project,B2,project,NOUN
projection,B2,projection,NOUN
prom,B2,prom,PROPN
prominence,B2,prominence,NOUN
prominent,B1,prominent,PROPN
promise,A2,promise,NOUN
promise,B1,promise,NOUN
promote,B1,promote,VERB
promotion,B1,promotion,NOUN
prompt,B2,prompt,ADJ
prompt,B2,prompt,ADJ
prompt,B2,prompt,ADJ
promptly,B2,promptly,ADV
pronoun,B1,pronoun,VERB
pronounce,A2,pronounce,NOUN
pronunciation,A2,pronunciation,NOUN
proof,B1,proof,NOUN
proper,A2,proper,ADJ
properly,B1,properly,ADV
property,B1,property,NOUN
proponent,B2,proponent,NOUN
proportion,B1,proportion,NOUN
proposal,B1,proposal,NOUN
propose,B1,propose,VERB
proposed,B2,propose,VERB
prose,B2,prose,VERB
prosecute,B2,prosecute,VERB
prospect,B2,prospect,NOUN
prosper,B2,prosper,VERB
prosperity,B1,prosperity,NOUN
prosperous,B1,prosperous,ADJ
protect,B1,protect,VERB
protection,B1,protection,NOUN
protective,B1,protective,ADJ
protest,B1,protest,NOUN
protest,B2,protest,NOUN
proud,B1,proud,ADJ
proudly,B2,proudly,ADV
prove,B1,prove,VERB
proven,B2,prove,VERB
proverb,B1,proverb,NOUN
provide,A2,provide,VERB
provided,B1,provide,VERB
province,B2,province,PROPN
provision,B2,provision,NOUN
proximity,B2,proximity,NOUN
psychological,B1,psychological,ADJ
psychologically,B2,psychologically,ADV
psychologist,A2,psychologist,NOUN
psychology,B2,psychology,NOUN
pub,B1,pub,NOUN
public,B1,public,NOUN
public,A2,public,NOUN
public transport,B1,public,ADJ
publication,B2,publication,NOUN
publicity,B2,publicity,NOUN
publicize/publicise,B2,publicize,AUX
publicly,B1,publicly,ADV
publish,A2,publish,VERB
publisher,B1,publisher,NOUN
pudding,B2,pudding,NOUN
pull,A2,pull,VERB
pullover,B1,pullover,NOUN
pulse,B2,pulse,NOUN
pump,B1,pump,VERB
pumpkin,B2,pumpkin,VERB
punch,B2,punch,VERB
punch,B2,punch,VERB
punctual,B2,punctual,PROPN
punctuality,B2,punctuality,NOUN
punctuation,A2,punctuation,NOUN
punish,B1,punish,VERB
punishment,B1,punishment,NOUN
pupil,B1,pupil,NOUN
puppy,B1,puppy,PROPN
purchase,B2,purchase,NOUN
purchase,B2,purchase,NOUN
pure,B1,pure,ADJ
purify,B1,purify,VERB
purple,A2,purple,NOUN
purple,A1,purple,NOUN
purpose,A2,purpose,NOUN
purposeful,B2,purposeful,ADJ
purse,B1,purse,NOUN
pursue,A2,pursue,VERB
pursuit,B2,pursuit,NOUN
push,B1,push,VERB
push,A1,push,VERB
put,A1,put,VERB
puzzle,B1,puzzle,NOUN
puzzled,B2,puzzle,VERB
quake,B1,quake,NOUN
qualification,B2,qualification,NOUN
qualified,B1,qualify,VERB
qualify,B1,qualify,VERB
quality,B1,quality,NOUN
quality,A2,quality,NOUN
quantify,B2,quantify,VERB
quantity,B1,quantity,NOUN
quarantine,B2,quarantine,NOUN
quarrel,B2,quarrel,NOUN
quarrel,B2,quarrel,NOUN
quarrelsome,B2,quarrelsome,PROPN
quarter,A1,quarter,NOUN
queen,A2,queen,PROPN
queer,B2,queer,NOUN
query,B2,query,NOUN
question,A1,question,NOUN
question,B2,question,NOUN
question mark,B1,question,NOUN
questionnaire,B1,questionnaire,NOUN
queue,B1,queue,NOUN
queue,B2,queue,NOUN
quick,A2,quick,ADJ
quickly,A1,quickly,ADV
quiet,A1,quiet,ADJ
quiet,B2,quiet,ADJ
quietly,A2,quietly,ADV
quit,B2,quit,VERB
quit,A2,quit,VERB
quite,A2,quite,ADV
quiz,A2,quiz,NOUN
quotable,B2,quotable,ADJ
quotation,B2,quotation,NOUN
quote,B2,quote,INTJ
quote,B2,quote,INTJ
rabbit,A1,rabbit,NOUN
race,B1,race,NOUN
race,B1,race,NOUN
racial,B1,racial,ADJ
racism,B2,racism,NOUN
racist,B2,racist,NOUN
rack,B2,rack,VERB
racket,A2,racket,NOUN
radar,B2,radar,NOUN
radiate,B2,radiate,VERB
radiation,B1,radiation,NOUN
radical,B2,radical,ADJ
radically,B2,radically,ADV
radio,A1,radio,NOUN
radium,B2,radium,PROPN
rafter,B2,rafter,PROPN
rag,B2,rag,PROPN
rage,B1,rage,NOUN
rail,B1,rail,NOUN
railroad,B1,railroad,NOUN
railway,B1,railway,NOUN
rain,A1,rain,NOUN
rain,A1,rain,NOUN
rainbow,B2,rainbow,NOUN
raincoat,A2,raincoat,NOUN
rainfall,B1,rainfall,NOUN
rainforest,B1,rainforest,NOUN
rainstorm,B2,rainstorm,VERB
rainy,A1,rainy,PROPN
raise,A2,raise,VERB
rally,B2,rally,NOUN
ram,B2,ram,VERB
ramp,B2,ramp,NOUN
range,A2,range,NOUN
range,B2,range,NOUN
ranger,B2,ranger,NOUN
rank,B1,rank,NOUN
rap,A2,rap,NOUN
rap,B1,rap,NOUN
rape,B2,rape,NOUN
rape,B2,rape,NOUN
rapid,B1,rapid,ADJ
rapidly,B1,rapidly,ADV
rare,B1,rare,ADJ
rarely,B1,rarely,ADV
rash,B2,rash,ADJ
raspberry,B1,raspberry,NOUN
rat,A1,rat,VERB
rate,A2,rate,NOUN
rate,B2,rate,NOUN
rather,A2,rather,ADV
rating,A2,rating,NOUN
ration,B1,ration,NOUN
rational,B1,rational,PROPN
rattle,B2,rattle,VERB
ravage,B2,ravage,NOUN
raw,A2,raw,ADJ
ray,A2,ray,PROPN
razor,B1,razor,NOUN
're,A1,be,AUX
reach,B1,reach,VERB
reach,A2,reach,VERB
react,B1,react,VERB
reaction,B2,reaction,NOUN
read,A1,read,VERB
reader,A1,reader,NOUN
readily,B2,readily,ADV
reading,A1,read,VERB
ready,A1,ready,ADJ
real,A1,real,ADJ
real,A1,real,ADJ
real estate,B2,real,ADJ
realistic,B1,realistic,ADJ
reality,B1,reality,NOUN
realization/realisation,B2,realization,NOUN
realize/realise,A2,realize,VERB
really,A1,really,ADV
rear,B2,rear,NOUN
rearrange,B1,rearrange,VERB
reason,A1,reason,NOUN
reasonable,B1,reasonable,ADJ
reasonably,B2,reasonably,ADV
rebel,B2,rebel,NOUN
rebel,B2,rebel,NOUN
rebellious,B2,rebellious,ADJ
rebuild,B1,rebuild,VERB
recall,B1,recall,VERB
receipt,A2,receipt,NOUN
receive,A2,receive,VERB
recent,A2,recent,ADJ
recently,A2,recently,ADV
reception,B1,reception,NOUN
receptionist,A2,receptionist,NOUN
recession,B2,recession,NOUN
recipe,B2,recipe,VERB
recite,B1,recite,VERB
reckon,B2,reckon,VERB
reclaim,B1,reclaim,VERB
recognition,B2,recognition,NOUN
recognize/recognise,B1,recognize,NOUN
recollect,B2,recollect,NOUN
recollection,B2,recollection,NOUN
recommend,B1,recommend,VERB
recommendable,B2,recommendable,ADJ
recommendation,B2,recommendation,NOUN
reconsider,B2,reconsider,NOUN
record,B1,record,PROPN
record,A2,record,PROPN
recording,B1,record,VERB
recover,B1,recover,VERB
recovery,B1,recovery,NOUN
recreation,B2,recreation,NOUN
recruit,B2,recruit,NOUN
rectangular,B2,rectangular,PROPN
recycle,A2,recycle,NOUN
recycled,B1,recycle,VERB
recycling,B1,recycle,VERB
red,A1,red,ADJ
red,A2,red,ADJ
redo,B2,redo,NOUN
reduce,B1,reduce,VERB
reduction,B1,reduction,NOUN
redundant,B2,redundant,ADJ
reed,B2,reed,PROPN
reef,B1,reef,NOUN
refer,A2,refer,VERB
referee,B1,referee,NOUN
reference,B2,reference,NOUN
referent,B2,referent,NOUN
refinery,B2,refinery,NOUN
reflect,A2,reflect,VERB
reflection,B1,reflection,NOUN
reflective,B2,reflective,ADJ
reform,B2,reform,NOUN
refrain,B2,refrain,VERB
refresh,B2,refresh,PROPN
refreshments,B1,refreshment,NOUN
refrigerator,A2,refrigerator,NOUN
refuge,B2,refuge,NOUN
refugee,B2,refugee,NOUN
refund,B1,refund,NOUN
refusal,B1,refusal,NOUN
refuse,B1,refuse,VERB
refuse,B1,refuse,VERB
refute,B2,refute,ADJ
regain,B1,regain,VERB
regard,B2,regard,VERB
regard,B1,regard,VERB
regarding,B1,regard,VERB
regardless,B2,regardless,ADV
reggae,B2,reggae,PROPN
regime,B2,regime,NOUN
region,B1,region,NOUN
regional,B1,regional,ADJ
register,B1,register,VERB
register,B1,register,VERB
registration,B1,registration,NOUN
regret,B2,regret,NOUN
regret,A2,regret,NOUN
regrettably,B2,regrettably,ADV
regular,A2,regular,ADJ
regularly,A2,regularly,ADV
regulate,B2,regulate,VERB
regulation,B1,regulation,NOUN
rehearsal,B2,rehearsal,NOUN
reinforce,B2,reinforce,VERB
reinforcement,B2,reinforcement,NOUN
reject,B1,reject,VERB
rejection,B2,rejection,NOUN
rejoin,B2,rejoin,VERB
relate,B1,relate,VERB
related,B2,relate,VERB
relation,B1,relation,NOUN
relationship,B1,relationship,NOUN
relative,B1,relative,ADJ
relative,B1,relative,ADJ
relatively,B1,relatively,ADV
relativity,B2,relativity,NOUN
relax,A2,relax,VERB
relaxation,B2,relaxation,NOUN
relaxed,A2,relax,VERB
relaxing,B1,relax,VERB
relay,B2,relay,NOUN
release,A2,release,NOUN
release,B1,release,NOUN
relevant,B2,relevant,ADJ
reliable,B1,reliable,ADJ
relic,B2,relic,NOUN
relief,B2,relief,NOUN
relieve,B2,relieve,VERB
relieved,B2,relieve,VERB
religion,B1,religion,NOUN
religious,B1,religious,ADJ
reluctant,B2,reluctant,ADJ
rely,B1,rely,VERB
remain,A2,remain,VERB
remainder,B1,remainder,NOUN
remaining,B2,remain,VERB
remains,B2,remain,VERB
remark,B2,remark,NOUN
remark,B1,remark,NOUN
remarkable,B1,remarkable,ADJ
remarkably,B2,remarkably,ADV
remedy,B1,remedy,NOUN
remember,A1,remember,VERB
remembrance,B1,remembrance,NOUN
remind,A2,remind,VERB
reminder,B2,reminder,NOUN
remote,A2,remote,ADJ
remote control,B1,remote,ADJ
remove,B1,remove,VERB
renew,B1,renew,VERB
rent,A2,rent,NOUN
rent,A2,rent,NOUN
rental,B2,rental,NOUN
reorganize/reorganise,B2,reorganize,VERB
repaint,B2,repaint,NOUN
repair,A2,repair,NOUN
repair,A2,repair,NOUN
repay,B1,repay,NOUN
repeat,A1,repeat,VERB
repeatedly,B1,repeatedly,ADV
repertoire,B2,repertoire,NOUN
repetition,B2,repetition,NOUN
replace,A2,replace,VERB
replacement,B2,replacement,NOUN
replica,B2,replica,NOUN
reply,A2,reply,NOUN
reply,B1,reply,NOUN
report,A2,report,VERB
report,B1,report,VERB
reporter,A1,reporter,NOUN
represent,A2,represent,VERB
representative,B1,representative,NOUN
repress,B2,repress,NOUN
repression,B2,repression,NOUN
reprint,B2,reprint,NOUN
reproduce,B1,reproduce,VERB
reprove,B2,reprove,ADV
republic,B1,republic,NOUN
reputation,B1,reputation,NOUN
request,A2,request,NOUN
request,B1,request,NOUN
require,B1,require,VERB
requirement,B1,requirement,NOUN
rescue,B1,rescue,NOUN
rescue,B1,rescue,NOUN
research,A2,research,NOUN
research,B2,research,NOUN
researcher,B1,researcher,NOUN
resemble,B1,resemble,VERB
reservation,B1,reservation,NOUN
reserve,B1,reserve,NOUN
reserve,B1,reserve,NOUN
residence,B2,residence,NOUN
resident,B1,resident,NOUN
resident,B2,resident,NOUN
residential,B1,residential,ADJ
resign,B2,resign,NOUN
resignation,B2,resignation,NOUN
resist,B1,resist,VERB
resistance,B2,resistance,NOUN
resolution,B2,resolution,NOUN
resolve,B1,resolve,VERB
resonant,B2,resonant,VERB
resort,B1,resort,NOUN
resource,B1,resource,NOUN
respect,B1,respect,NOUN
respect,B1,respect,NOUN
respectable,B1,respectable,ADJ
respectably,B2,respectably,ADV
respected,B2,respect,VERB
respiration,B2,respiration,NOUN
respiratory,B2,respiratory,ADJ
